"시도교육청","지역교육청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","학교특성","분교여부","설립유형","주야구분","개교기념일","설립일","법정동코드","주소내역","상세주소내역","우편번호","학교도로명 우편번호","학교도로명 주소","학교도로명 상세주소","위도","경도","전화번호","팩스번호","홈페이지 주소","남녀공학 구분"
"울산광역시교육청","울산광역시교육청","울산광역시 울주군","S070000705","울산행복학교","05","공립","","N","단설","주간","20140403","20140301","3171025300","울산광역시 울주군 언양읍","520 번지.","689805","44936","울산광역시 울주군 언양읍 언양로 594","(언양읍, 울산행복학교)","35.5570158","129.1832884","052-255-5800","052-254-2211","http://www.haengbok.sc.kr","남녀공학"
"세종특별자치시교육청","세종특별자치시교육청","세종특별자치시 세종특별자치시","S080000148","세종누리학교","05","공립","일반고등학교","N","단설","주간","20150901","20150901","3611011200","세종특별자치시 고운동",".","","30062","세종특별자치시  만남로 326-14","(고운동, 세종누리학교)","36.520799","127.243418","044-410-2100","044-410-2196","http://sjnuri.sjeduhs.kr","남녀공학"
"경기도교육청","경기도교육청","경기도 고양시 일산동구","S000003551","한국경진학교","05","국립","","N","부설","주간","19970227","19970227","4128510500","경기도 고양시 일산동구 마두동","808.","410350","10408","경기도 고양시 일산동구 일산로 341","(마두동, 한국경진학교)","37.6653507","126.7821025","031-931-7801","031-931-7802","http://www.kj.sc.kr","남녀공학"
"경기도교육청","경기도교육청","경기도 안산시 상록구","S000003552","한국선진학교","05","국립","","N","단설","주간","19900424","19900301","4127110400","경기도 안산시 상록구 본오동","723-2.","426180","15568","경기도 안산시 상록구 이호로 113",", 한국선진학교 (본오동)","37.2877509","126.8687524","031-409-1224","031-409-1223","http://seonjin.sc.kr/","남녀공학"
"경기도교육청","경기도교육청","경기도 평택시","S090004123","에바다학교","05","사립","","N","단설","주간","19860301","19860301","4122031031","경기도 평택시 진위면 하북리","72.","451860","17714","경기도 평택시 진위면 하북4길 129-23",", 에바다학교 (진위면)","37.1126732","127.0662446","031-611-9342","031-611-9347","www.ebada.sc.kr","남녀공학"
"경기도교육청","경기도교육청","경기도 평택시","S090004462","동방학교","05","사립","","N","단설","주간","19870305","19861218","4122012300","경기도 평택시 소사동","106-1.","450080","17877","경기도 평택시 소사1길 33","(소사동)","36.9899605","127.1289617","031-651-1274","031-651-1270","www.dongbang.sc.kr","남녀공학"
"경기도교육청","경기도교육청","경기도 광주시","S090004464","동현학교","05","사립","","N","단설","주간","19970617","19970302","4161025932","경기도 광주시 곤지암읍 연곡리","81-3.","464875","12722","경기도 광주시 곤지암읍 광여로 555-55","(곤지암읍)","37.3719785","127.395143","031-764-0982","031-764-0984","www.donghyun.sc.kr","남녀공학"
"경기도교육청","경기도교육청","경기도 고양시 덕양구","S090004465","명현학교","05","사립","","N","단설","주간","19700219","19700219","4128111100","경기도 고양시 덕양구 삼송동","99-11.","412080","10555","경기도 고양시 덕양구 세솔로 138",", 명현학교 (삼송동)","37.6565744472126","126.884171090067","02-381-8029","02-381-5117","www.myhy.sc.kr","남녀공학"
"경기도교육청","경기도교육청","경기도 안산시 상록구","S090004466","명혜학교","05","사립","","N","단설","주간","19820310","19811113","4127110300","경기도 안산시상록구 사동","1273번지.","426825","15627","경기도 안산시 상록구 해안로 865","(사동, 명혜학교)","37.2834889","126.8402396","031-406-1137","031-407-4147","www.myhe.sc.kr","남녀공학"
"경기도교육청","경기도교육청","경기도 고양시 일산서구","S090004467","밝은학교","05","사립","","N","단설","주간","19971111","19971111","4128710800","경기도 고양시 일산서구 법곳동","438-1.","10220","10220","경기도 고양시 일산서구 대화로37번길 104-9","(법곳동,밝은학교)","37.667430","126.721580","031-911-7060","031-911-7040","www.bgn.sc.kr","남녀공학"
"경기도교육청","경기도교육청","경기도 부천시","S090004468","부천혜림학교","05","사립","","N","단설","주간","19770322","19770322","4119011100","경기도 부천시 심곡본동","523-99.","14753","14753","경기도 부천시 경인로304번길 26","(심곡본동)","37.4810096","126.7887125","032-664-7995","032-664-7994","www.hl.sc.kr","남녀공학"
"경기도교육청","경기도교육청","경기도 파주시","S090004469","새얼학교","05","사립","","N","단설","주간","19840305","19840104","4148025630","경기도 파주시 법원읍 금곡리","414.","10806","10806","경기도 파주시 법원읍 술이홀로1333번길 69-1","(법원읍)","37.8820846","126.8749148","031-958-7003","031-958-5355","www.saeul.sc.kr","남녀공학"
"경기도교육청","경기도교육청","경기도 하남시","S090004472","성광학교","05","사립","","N","단설","주간","19840228","19840228","4145010100","경기도 하남시 천현동","390.","12963","12963","경기도 하남시 신장로55번길 71","(천현동,성광학교)","37.5","127.2","031-791-8181","031-793-0007","sksk.org","남녀공학"
"경기도교육청","경기도교육청","경기도 성남시 수정구","S090004473","성남혜은학교","05","공립","","N","단설","주간","20130920","19820721","4113110400","경기도 성남시수정구 단대동","192번지.","461801","13145","경기도 성남시 수정구 희망로518번길 8",", 성남혜은학교 (단대동)","37.4502789","127.154025","031-734-5022","031-733-8973","www.hyeeun.sc.kr","남녀공학"
"경기도교육청","경기도교육청","경기도 오산시","S090004474","성심학교","05","사립","","N","단설","주간","19811113","19811113","4137011400","경기도 오산시 지곶동","559-1번지.","447250","18102","경기도 오산시 독산성로 140-24","(지곶동,성심학교)","37.1767795","127.0175548","031-370-7930","031-370-7940","www.seongsim.sc.kr","남녀공학"
"경기도교육청","경기도교육청","경기도 성남시 분당구","S090004475","성은학교","05","공립","","N","단설","주간","19950506","19950301","4113510700","경기도 성남시 분당구 야탑동","172.","463070","13508","경기도 성남시 분당구 돌마로 866","(야탑동, 성은학교)","37.4093009","127.1446472","031-706-6983","031-704-1084","https://www.sbse.sc.kr","남녀공학"
"경기도교육청","경기도교육청","경기도 수원시 장안구","S090004477","수원서광학교","05","사립","","N","단설","주간","19620301","19620301","4111113100","경기도 수원시 장안구 이목동","130번지.","16210","16210","경기도 수원시 장안구 장안로 517","(이목동,수원서광학교)","37.3","126.9","031-256-8005","031-252-8005","www.seokwang.sc.kr","남녀공학"
"경기도교육청","경기도교육청","경기도 광주시","S090004483","인덕학교","05","사립","","N","단설","주간","19850215","19850215","4161010500","경기도 광주시 탄벌동","674-1.","464100","12748","경기도 광주시 사기막길95번길 59",", 인덕학교 (탄벌동)","37.4140852","127.2256142","031-763-6182-7","031-763-6188","www.induk.sc.kr","남녀공학"
"경기도교육청","경기도교육청","경기도 수원시 권선구","S090004484","자혜학교","05","사립","","N","단설","주간","19721130","19721130","4111313300","경기도 수원시 권선구 탑동","508-6.","16610","16610","경기도 수원시 권선구 수봉로 47","(탑동,자혜학교)","37.2654126","126.977333","031-293-6682","031-298-6683","www.jh.sc.kr","남녀공학"
"경기도교육청","경기도교육청","경기도 양평군","S090004486","창인학교","05","사립","","N","단설","주간","19990301","19981216","4183036025","경기도 양평군 단월면 덕수리","213-2.","476851","12528","경기도 양평군 단월면 백동길 92",", 창인학교 (단월면)","37.5451801","127.6827716","031-774-7905,7955","031-774-6898","www.changin.or.kr","남녀공학"
"경기도교육청","경기도교육청","경기도 광주시","S090004489","한사랑학교","05","사립","","N","단설","주간","19961226","19961226","4161025328","경기도 광주시 초월읍 신월리","333번지.","464864","12729","경기도 광주시 초월읍 산수로554번길 59-12","한사랑학교 (초월읍)","37.4114519","127.3143459","031-762-4891","031-762-4894","www.hsr.sc.kr","남녀공학"
"경기도교육청","경기도교육청","경기도 화성시","S090004490","한우리학교","05","사립","","N","단설","주간","20010105","20010105","4159041024","경기도 화성시 정남면 관항리","338-6.","445963","18520","경기도 화성시 정남면 관항길 243","(정남면, 한우리학교)","37.180793","126.961988","031-352-3090","031-352-3091","www.hwr.sc.kr","남녀공학"
"경기도교육청","경기도교육청","경기도 화성시","S090004491","해원학교","05","사립","","N","단설","주간","19991221","19991221","4159037021","경기도 화성시 장안면 어은리","300번지.","18584","18584","경기도 화성시 장안면 은골길30번길 43","(장안면, 해원학교)","37.090326","126.836549","031-351-0805","031-351-0807","www.haewon.sc.kr","남녀공학"
"경기도교육청","경기도교육청","경기도 고양시 일산서구","S090004493","홀트학교","05","사립","","N","단설","주간","19750305","19750305","4128710300","경기도 고양시일산서구 탄현동","41-1.","411320","10249","경기도 고양시 일산서구 탄현로 42","(탄현동)","37.6947513","126.7732","031-915-2913","031-915-2910","www.holt.sc.kr","남녀공학"
"경기도교육청","경기도교육청","경기도 의정부시","S090004495","희망학교","05","사립","","N","단설","주간","20001101","20001101","4115011100","경기도 의정부시 녹양동","386-4.","480826","11606","경기도 의정부시 진등로11번길 9-2","(녹양동, 희망학교)","37.759038","127.031730","031-829-8512","031-829-8513","www.huimang.or.kr","남녀공학"
"경기도교육청","경기도교육청","경기도 안양시 만안구","S090004939","안양해솔학교","05","공립","","N","단설","주간","20040301","20040301","4117110200","경기도 안양시 만안구 석수동","1-3.","13910","13910","경기도 안양시 만안구 호암로30번길 61","(석수동, 안양해솔학교)","37.4348429","126.9130125","031-471-5824","031-471-7568","www.haesol.sc.kr/","남녀공학"
"경기도교육청","경기도교육청","경기도 부천시","S090005171","부천상록학교","05","공립","","N","단설","주간","20050301","20050301","4119010300","경기도 부천시 춘의동","246번지.","420859","14655","경기도 부천시 길주로 574","(춘의동, 부천특수학교)","37.5060468","126.8058286","032-678-2811","032-678-2816","www.sangrok.sc.kr","남녀공학"
"경기도교육청","경기도교육청","경기도 남양주시","S090005598","경은학교","05","공립","","N","단설","주간","20080301","20080301","4136031023","경기도 남양주시 별내면 광전리","145-5.","472811","12090","경기도 남양주시 별내면 송산로 679",", 6 (별내면)","37.699695","127.122400","031-575-3668","031-575-0989","http://ge-s.sc.kr/","남녀공학"
"경기도교육청","경기도교육청","경기도 용인시 기흥구","S090006117","용인강남학교","05","사립","","N","단설","주간","20110426","20101231","4146311700","경기도 용인시 기흥구 상하동","520.","446518","16979","경기도 용인시 기흥구 강남동로140번길 1-7","(상하동)","37.277167","127.135931","031-899-2114","031-899-2115","http://www.kangnam.sc.kr","남녀공학"
"경기도교육청","경기도교육청","경기도 안성시","S090006118","한길학교","05","사립","","N","단설","주간","20120413","20120216","4155042024","경기도 안성시 고삼면 가유리","337.","456921","17505","경기도 안성시 고삼면 고삼호수로 31-25","(고삼면,한길학교)","37","127.2","031-675-6666","031-677-2127","http://www.hgjob.org","남녀공학"
"경기도교육청","경기도교육청","경기도 파주시","S090006625","자운학교","05","공립","","N","단설","주간","20110504","20110224","4148011700","경기도 파주시 목동동","43-5.","413110","10900","경기도 파주시 교하로 220",", 자운학교","37.7","126.7","031-935-8120","031-935-8133","http://www.jaun.sc.kr","남녀공학"
"경기도교육청","경기도교육청","경기도 김포시","S090006697","새솔학교","05","공립","","N","병설","주간","20140501","20140301","4157010400","경기도 김포시 장기동",",1888-23.","415805","10086","경기도 김포시 김포한강3로 315",", 새솔학교 (장기동)","37.6405658","126.6558106","031-999-9110","031-986-9263","http://saesol.sc.kr","남녀공학"
"경기도교육청","경기도교육청","경기도 의정부시","S090006796","송민학교","05","공립","","N","단설","주간","20130628","20130104","4115010600","경기도 의정부시 민락동","351-2.","480860","11814","경기도 의정부시 민락로 262","(민락동)","37.745655","127.107170","031-852-7811","031-852-7820","http://www.songmin.sc.kr","남녀공학"
"경기도교육청","경기도교육청","경기도 수원시 영통구","S090006797","아름학교","05","공립","","N","단설","주간","20130624","20130104","4111710300","경기도 수원시 영통구 이의동","1364.","443270","16495","경기도 수원시 영통구 광교로 32",", 아름학교 (이의동)","37.285000","127.039700","070-4423-9700","031-216-5243","http://www.areum.sc.kr/","남녀공학"
"경기도교육청","경기도교육청","경기도 양주시","S090006910","양주도담학교","05","공립","","N","단설","주간","20180901","20180901","4163011400","경기도 양주시 옥정동",".","","11469","경기도 양주시 옥정서로5길 121",", 양주도담학교 (옥정동)","37.834472","127.080608","031-839-6200","0318596565","http://www.yangjudodam.sc.kr","남녀공학"
"경기도교육청","경기도교육청","경기도 이천시","S090006922","다원학교","05","공립","","N","단설","주간","20160607","20160301","4150025321","경기도 이천시 부발읍 무촌리",".","","17324","경기도 이천시 부발읍 부발중앙로46번길 21","(부발읍)","37.278396","127.486869","031-645-6601","031-632-2680","http://www.icdawon.sc.kr/","남녀공학"
"경기도교육청","경기도교육청","경기도 화성시","S090006923","화성나래학교","05","공립","","N","단설","주간","20160501","20160301","4159013500","경기도 화성시 산척동",".","","18489","경기도 화성시 동탄대로10길 11",", 화성나래학교 (산척동)","37.1761738","127.1067197","031-8055-7600","031-377-9703","http://www.hsnarae.sc.kr","남녀공학"
"경기도교육청","경기도교육청","경기도 광주시","S090007251","광주새롬학교","05","사립","","N","단설","주간","20170612","20170301","4161025329","경기도 광주시 초월읍 지월리",".","","12728","경기도 광주시 초월읍 경수길 25","(초월읍)","37.419525","127.287098","031-799-3949","031-799-3959","http://gjsaerom.sc.kr","남녀공학"
"강원도교육청","강원도교육청","강원도 춘천시","S100002518","강원명진학교","05","사립","","N","단설","주간","19540813","19540813","4211011800","강원도 춘천시 우두동","399-5.","200939","24228","강원도 춘천시 충열로 60","(우두동, 강원명진학교)","37.899177","127.734553","033-253-3011","033-256-3549","www.mj.sc.kr","남녀공학"
"강원도교육청","강원도교육청","강원도 춘천시","S100002520","춘천계성학교","05","공립","","N","단설","주간","19760310","19760310","4211012000","강원도 춘천시 후평동","21-2번지.","200955","24286","강원도 춘천시 후만로24번길 45","(후평동, 춘천계성학교)","37.8712987","127.7519625","033-256-4652","033-256-4654","http://kds76.gwe.sc.kr","남녀공학"
"강원도교육청","강원도교육청","강원도 춘천시","S100002522","춘천동원학교","05","공립","","N","단설","주간","19811020","19811020","4211025022","강원도 춘천시 신북읍 천전리","70-2 번지.","200824","24204","강원도 춘천시 신북읍 상천1길",", 31 (신북읍)","37.931776","127.788313","033-242-6119","033-241-6125","http://dongwon.gwe.sc.kr","남녀공학"
"강원도교육청","강원도교육청","강원도 강릉시","S100002530","강릉오성학교","05","공립","","N","단설","주간","19850214","19850214","4215011400","강원도 강릉시 송정동","306-6 번지.","210140","25557","강원도 강릉시 송정길 43",", 강릉오성학교 (송정동)","37.7787714","128.9315135","033-820-5090","033-653-3566","http://knose.gwe.sc.kr/","남녀공학"
"강원도교육청","강원도교육청","강원도 원주시","S100002536","원주청원학교","05","공립","","N","단설","주간","19841231","19841231","4213011000","강원도 원주시 단계동","481-4 번지.","220935","26410","강원도 원주시 원문로137번길 34","(단계동)","37.3542958","127.9288802","033-745-0612","033-748-1511","chongwon.gwe.sc.kr","남녀공학"
"강원도교육청","강원도교육청","강원도 태백시","S100003721","태백미래학교","05","공립","","N","단설","주간","20190301","20190301","4219010300","강원도 태백시 금천동","15번지.","235110","26053","강원도 태백시 금천길 179","(금천동, 태백미래학교)","37.092944","128.994232","033-582-9182","033-582-9184","http://tbmirae.gwe.sc.kr","남녀공학"
"강원도교육청","강원도교육청","강원도 속초시","S100003724","속초청해학교","05","공립","","N","단설","주간","20070302","20040617","4221011300","강원도 속초시 장사동","405-5.","217130","24802","강원도 속초시 동해대로4511번길 32","(장사동)","38.2195637","128.5609352","033-638-6606","033-638-6607","http://cheonghae.gwe.sc.kr","남녀공학"
"충청북도교육청","충청북도교육청","충청북도 음성군","S110001098","꽃동네학교","05","사립","","N","단설","주간","20010315","20001120","4377033029","충청북도 음성군 맹동면 통동리","235 번지.","27736","27736","충청북도 음성군 맹동면 원중로1119번길 42",", 꽃동네학교 (맹동면,꽃동네학교)","36.8912043","127.5665961","043-882-7700","043-882-9500","http://www.kkot.sc.kr","남녀공학"
"충청북도교육청","충청북도교육청","충청북도 충주시","S110001100","숭덕학교","05","사립","","N","단설","주간","19821101","19821101","4313011500","충청북도 충주시 봉방동","404-1번지.","380960","27431","충청북도 충주시 충원대로 490",", 숭덕학교 (봉방동)","36.9718808","127.9092669","043-852-6943","043-848-5781","http://www.sungdeok.sc.kr","남녀공학"
"충청북도교육청","충청북도교육청","충청북도 제천시","S110001104","청암학교","05","사립","","N","단설","주간","19920301","19920301","4315011700","충청북도 제천시 흑석동","45-1.","390270","27130","충청북도 제천시 의병대로45길 58",", 제천청암학교 (흑석동) 45-1","37.139638","128.252404","043-649-0214","043-649-0229","http://school.cbe.go.kr/cheongam-s/","남녀공학"
"충청북도교육청","충청북도교육청","충청북도 청주시 상당구","S110001106","청주맹학교","05","사립","","N","단설","주간","19670308","19670308","4311111700","충청북도 청주시 상당구 탑동","185-2.","360081","28723","충청북도 청주시 상당구 영운로 122-1","(탑동,청주맹학교)","36.6265263","127.4959977","043-253-7761","043-222-2570","http://school.cbe.go.kr/chsb-s","남녀공학"
"충청북도교육청","충청북도교육청","충청북도 청주시 흥덕구","S110001108","청주성신학교","05","사립","","N","단설","주간","19890321","19881123","4311312100","충청북도 청주시 흥덕구 현암동","산 5-83번지.","361350","28371","충청북도 청주시 흥덕구 서부로 837-42","(현암동,충북청주성신학교)","36.5977101","127.3993633","043-266-7976","043-276-4475","http://school.cbe.go.kr/cjss","남녀공학"
"충청북도교육청","충청북도교육청","충청북도 청주시 상당구","S110001109","청주혜원학교","05","공립","","N","단설","주간","19791108","19791108","4311112000","충청북도 청주시 상당구 금천동","7-1.","360800","28751","충청북도 청주시 상당구 중고개로248번길 25","(금천동)","36.6265487","127.51135","043-286-6881","043-286-0995","http://school.cbe.go.kr/cjhwon-s","남녀공학"
"충청북도교육청","충청북도교육청","충청북도 청주시 서원구","S110001110","청주혜화학교","05","공립","","N","단설","주간","19871030","19871030","4311231032","충청북도 청주시 서원구 남이면 구암리","275.","363812","28178","충청북도 청주시 서원구 남이면 구암길 52-7","(남이면)","36.592195","127.410297","043-233-0163","043-233-0165","http://school.cbe.go.kr/cjhyehwa-s","남녀공학"
"충청북도교육청","충청북도교육청","충청북도 충주시","S110001112","충주성모학교","05","사립","","N","단설","주간","19550419","19550419","4313010700","충청북도 충주시 호암동","충주성모학교.","380966","27489","충청북도 충주시 방아길 48-9","(호암동)","36.9492179","127.9408625","043-852-1374","043-844-7816","http://www.chungjusm.sc.kr","남녀공학"
"충청북도교육청","충청북도교육청","충청북도 충주시","S110001115","충주성심학교","05","사립","","N","단설","주간","19611208","19550419","4313010500","충청북도 충주시 교현동","640-2.","380062","27375","충청북도 충주시 봉현로 261","(교현동, 충주성심학교)","36.9779601","127.9327099","043-847-3230","043-843-1336","school.cbe.go.kr/sungsim-s","남녀공학"
"충청북도교육청","충청북도교육청","충청북도 충주시","S110002176","충주혜성학교","05","공립","","N","단설","주간","20170301","20170301","4313036023","충청북도 충주시 노은면 안락리",".","","27450","충청북도 충주시 노은면 감노로 1057","(노은면)","37.0","127.7","043-870-4702","043-854-4703","http://school.cbe.go.kr/cjhs-s","남녀공학"
"충청남도교육청","충청남도교육청","충청남도 공주시","S120001249","공주정명학교","05","공립","","N","단설","주간","19840131","19840131","4415012600","충청남도 공주시 송선동","101-1.","314260","32590","충청남도 공주시 장척로 116-14",", 공주정명학교 (송선동, 공주정명학교)","36.4850923","127.1789294","041-857-2062","041-857-0845","http://www.gjm.cnesc.kr","남녀공학"
"충청남도교육청","충청남도교육청","충청남도 천안시 서북구","S120001250","천안인애학교","05","공립","","N","단설","주간","19910129","19910129","4413325332","충청남도 천안시 서북구 성거읍 소우리","182-4.","331835","31048","충청남도 천안시 서북구 성거읍 봉주로 229","(성거읍)","36.8793252","127.1717973","041-629-9000","041-583-0868","http://inae.caesc.kr","남녀공학"
"충청남도교육청","충청남도교육청","충청남도 보령시","S120001251","보령정심학교","05","사립","","N","단설","주간","19720309","19720309","4418041025","충청남도 보령시 주교면 관창리","산14.","355922","33447","충청남도 보령시 주교면 보령북로 404",", 보령정심학교 (주교면)","36.3752004495608","126.583475310695","041-931-1715","041-932-7452","http://jeongsim.cnesc.kr/","남녀공학"
"충청남도교육청","충청남도교육청","충청남도 서산시","S120001252","서산성봉학교","05","공립","","N","단설","주간","19990301","19990301","4421036027","충청남도 서산시 성연면 명천리","35-1번지.","356853","31929","충청남도 서산시 성연면 명천1길 181-16","(성연면)","36.833849","126.500475","041-660-2900","041-669-2263","http://seongbong.cnesc.kr","남녀공학"
"충청남도교육청","충청남도교육청","충청남도 천안시 서북구","S120001253","나사렛새꿈학교","05","사립","","N","단설","주간","19980901","19980901","4413310700","충청남도 천안시서북구 쌍용동","456번지.","331092","31172","충청남도 천안시 서북구 월봉로 48",", 나사렛새꿈학교 (쌍용동)","36.7962396","127.119583","041-579-1295","041-579-1298","http://www.ns.caesc.kr/main.do","남녀공학"
"충청남도교육청","충청남도교육청","충청남도 아산시","S120002668","아산성심학교","05","공립","","N","단설","주간","20090301","20090301","4420039021","충청남도 아산시 선장면 군덕리","73-1.","31546","31546","충청남도 아산시 선장면 아산만로 368","(선장면,아산성심학교)","36.7764582467694","126.863320461274","041-541-8790","041-541-0101","http://asansungsim.cnesc.kr","남녀공학"
"충청남도교육청","충청남도교육청","충청남도 논산시","S120002913","성광온누리학교","05","공립","","N","단설","주간","20180305","20180302","4423031023","충청남도 논산시 성동면 병촌리",".","","32928","충청남도 논산시 성동면 병촌길 89","(성동면)","36.192390","127.012320","041-981-0003","041-736-4800","http://son.cnesc.kr","남녀공학"
"전라북도교육청","전라북도교육청","전라북도 군산시","S130001760","군산명화학교","05","공립","","N","단설","주간","19880928","19880216","4513014400","전라북도 군산시 나운동","801.","573350","54129","전라북도 군산시 상나운1길 37","(나운동, 군산명화학교)","35.9660841","126.6900925","063-462-2159","063-461-2462","http://myounghwa.sc.kr","남녀공학"
"전라북도교육청","전라북도교육청","전라북도 전주시 완산구","S130001761","동암차돌학교","05","사립","","N","단설","주간","19930120","19930120","4511114200","전라북도 전주시 완산구 효자동3가","0.","560860","55069","전라북도 전주시 완산구 천잠로 275",", 동암차돌학교 (효자동3가)","35.8104832","127.0928581","063-223-4444","063-225-4444","http://dajaehwal.sc.kr/","남녀공학"
"전라북도교육청","전라북도교육청","전라북도 익산시","S130001763","전북맹아학교","05","사립","","N","단설","주간","19620406","19620406","4514013600","전라북도 익산시 석암동","41-77.","570330","54590","전라북도 익산시 서동로46길 41","(용제동)","35.94187","127.005389","063-833-2621","063-831-0454","http://jbb.sc.kr","남녀공학"
"전라북도교육청","전라북도교육청","전라북도 완주군","S130001764","전북푸른학교","05","사립","","N","단설","주간","19831208","19831208","4571036030","전라북도 완주군 고산면 삼기리","18-1.","565862","55310","전라북도 완주군 고산면 대아저수로 157-11","(고산면, 전북푸른학교)","35.9907069","127.2382396","063-263-2600","063-263-2603","http://www.jbpr.sc.kr","남녀공학"
"전라북도교육청","전라북도교육청","전라북도 익산시","S130001765","전북혜화학교","05","사립","","N","단설","주간","19620628","19600301","4514012800","전라북도 익산시 덕기동","751-7.","570310","54570","전라북도 익산시 덕기길 77",", 전북혜화학교 (덕기동,사회복지법인창혜복지재단)","35.9671712","127.030975","063-839-5312","063-839-5307","http://www.hyehwa.sc.kr","남녀공학"
"전라북도교육청","전라북도교육청","전라북도 전주시 완산구","S130001766","전주선화학교","05","공립","","N","단설","주간","19750410","19750410","4511114200","전라북도 전주시 완산구 효자동3가","1130.","54880","54880","전라북도 전주시 완산구 효자로 39","(효자동3가)","35.8205235","127.0902331","063-220-0581","063-220-0522","http://sunhwa.sc.kr","남녀공학"
"전라북도교육청","전라북도교육청","전라북도 전주시 덕진구","S130001767","전주유화학교","05","공립","","N","단설","주간","20020308","20020301","4511310400","전라북도 전주시 덕진구 인후동2가","26-7.","561853","54927","전라북도 전주시 덕진구 모래내6길 26-16","(인후동2가,전주유화학교)","35.8373171","127.1459554","063-253-0686","063-253-2012","http://www.yoohwa.sc.kr","남녀공학"
"전라북도교육청","전라북도교육청","전라북도 전주시 완산구","S130001768","전주은화학교","05","공립","","N","단설","주간","19840305","19840305","4511114200","전라북도 전주시 완산구 효자동3가","전주은화학교.","560243","55068","전라북도 전주시 완산구 효자로 28-20","(효자동3가, 전주은화학교)","35.8190236","127.0867335","063-220-0902","063-224-0612","http://www.eunhwa.sc.kr","남녀공학"
"전라북도교육청","전라북도교육청","전라북도 남원시","S130002576","한울학교","05","공립","","N","단설","주간","20110301","20110301","4519042023","전라북도 남원시 이백면 서곡리","428.","590823","55723","전라북도 남원시 이백면 이백로 315","(이백면, 한울학교)","35.4250481251412","127.441588815674","063-630-6300","063-634-2010","http://hanul.sc.kr/index.jsp","남녀공학"
"전라북도교육청","전라북도교육청","전라북도 정읍시","S130002577","다솜학교","05","공립","","N","단설","주간","20110301","20110301","4518010900","전라북도 정읍시 과교동","408-1.","580140","56209","전라북도 정읍시 정읍남로 1146",", 다솜학교 (과교동)","35.5427012","126.8393306","063-530-4551","063-530-4570","http://dasom.sc.kr","남녀공학"
"전라남도교육청","전라남도교육청","전라남도 강진군","S140002321","덕수학교","05","사립","","N","단설","주간","19870406","19870328","4681036000","전라남도 강진군 성전면","송월리 40-2.","59202","59202","전라남도 강진군 성전면 예향로 181-13","(성전면,덕수학교)","34.7075181","126.7070973","061-432-4901","061-433-4904","http://duksu.sc.jne.kr/","남녀공학"
"전라남도교육청","전라남도교육청","전라남도 영암군","S140002322","소림학교","05","사립","","N","단설","주간","19800304","19800304","4683025327","전라남도 영암군 삼호읍 난전리","난전리 85-1.","526892","58464","전라남도 영암군 삼호읍 저두길 65-7","(삼호읍)","34.7387265","126.4607073","061-462-5532","061-462-5535","sorim.sc.jne.kr","남녀공학"
"전라남도교육청","전라남도교육청","전라남도 목포시","S140002323","목포인성학교","05","사립","","N","단설","주간","19850320","19850115","4611016000","전라남도 목포시 석현동","정명산길12-7번지.","530400","58606","전라남도 목포시 영산로692번길 12-7","(석현동)","34.8277973","126.425046","061-801-0300","061-801-0398","mpinsung.sc.jne.kr","남녀공학"
"전라남도교육청","전라남도교육청","전라남도 순천시","S140002325","순천선혜학교","05","공립","","N","단설","주간","19830525","19830131","4615013300","전라남도 순천시 조례동","845번지.","540966","57934","전라남도 순천시 비봉길 100","(조례동,순천선혜학교)","34.9650137","127.5190026","061-721-2001","061-721-4095","seonhye.sc.jne.kr","남녀공학"
"전라남도교육청","전라남도교육청","전라남도 여수시","S140002326","여수여명학교","05","공립","","N","단설","주간","19900326","19900131","4613031022","전라남도 여수시 소라면 죽림리","산 125-31.","556811","59656","전라남도 여수시 소라면 화양로 1965","(소라면)","34.7537717","127.6269772","061-808-3804","061-652-5595","http://yeomyeong.sc.jne.kr/","남녀공학"
"전라남도교육청","전라남도교육청","전라남도 영암군","S140002328","은광학교","05","사립","","N","단설","주간","19640510","19631216","4683025325","전라남도 영암군 삼호읍 산호리","산호리 442-3.","526895","58447","전라남도 영암군 삼호읍 신호정길 43-17","(삼호읍)","34.7571327","126.4791801","061-462-5602","061-462-1767","http://eungwang21.sc.jne.kr","남녀공학"
"전라남도교육청","전라남도교육청","전라남도 함평군","S140002329","함평영화학교","05","사립","","N","단설","주간","19850319","19841105","4686025000","전라남도 함평군 함평읍","진양리 744-2.","525801","57135","전라남도 함평군 함평읍 한나리길 10-25",", 함평영화학교 (함평읍)","35.104282","126.494238","061-323-9889","061-323-9779","http://yh.sc.jne.kr","남녀공학"
"전라남도교육청","전라남도교육청","전라남도 나주시","S140005422","나주이화학교","05","공립","","N","단설","주간","20130423","20130301","4617040025","전라남도 나주시 산포면 산제리","504-1.","58213","58213","전라남도 나주시 산포면 세남로 1354",", 나주이화학교 (산포면)","35.0113036868687","126.823238754796","061-334-9033","061-334-0991","http://ihwa.sc.jne.kr","남녀공학"
"경상북도교육청","경상북도교육청","경상북도 영천시","S150003793","경북영광학교","05","사립","","N","단설","주간","19840320","19831230","4723039030","경상북도 영천시 북안면 도천리","646.","770881","38909","경상북도 영천시 북안면 신평탑골길 4","(북안면,경북영광학교)","35.8930511","129.0145118","054-331-6501","054-331-6505","http://school.gyo6.net/kbyk","남녀공학"
